,idnum,state,state2,stfips,zip,region,typebldg,floor,room,basement,windoor,rep,stratum,wave,starttm,stoptm,startdt,stopdt,activity,pcterr,adjwt,dupflag,zipflag,cntyfips,county,fips,Uppm,county_code,log_radon
157,5238,MN,MN,27,56472,2,1,0,4,Y,,3,3,30,1300,1300,122487,122687,5.5,6.6,1071.318034,0,0,35,CROW WING,27035,0.530789,17,1.7227665977
158,5239,MN,MN,27,55024,3,1,0,2,Y,,5,2,21,1600,1600,120287,121087,3.6,7.9,471.366223,0,0,37,DAKOTA,27037,0.976144,18,1.3083328197
159,5240,MN,MN,27,55024,3,1,0,7,Y,,1,2,34,1400,1400,122687,122887,2.8,7.8,485.435931,0,0,37,DAKOTA,27037,0.976144,18,1.064710737
160,5241,MN,MN,27,55024,3,1,0,4,Y,,5,2,2,900,1630,22488,22688,14.6,2.7,471.366223,0,0,37,DAKOTA,27037,0.976144,18,2.6878474938
161,5242,MN,MN,27,55024,3,1,0,4,Y,,3,2,4,830,832,40488,40488,6.7,4.4,433.316718,0,0,37,DAKOTA,27037,0.976144,18,1.9169226122
162,5243,MN,MN,27,55033,3,1,0,4,Y,,1,2,21,900,900,121087,121287,8,4.4,485.435931,0,0,37,DAKOTA,27037,0.976144,18,2.0918640617
163,5244,MN,MN,27,55033,3,1,0,0,Y,,3,2,24,1325,1325,121287,121487,2.6,9.4,433.316718,0,0,37,DAKOTA,27037,0.976144,18,0.993251773
164,5245,MN,MN,27,55033,3,1,1,3,Y,,2,2,27,1100,1100,121587,121787,2.8,10.8,461.62367,0,0,37,DAKOTA,27037,0.976144,18,1.064710737
165,5246,MN,MN,27,55033,3,1,0,2,Y,,2,2,29,2300,2300,121687,121887,4.4,8.6,461.62367,0,0,37,DAKOTA,27037,0.976144,18,1.5040773968
166,5247,MN,MN,27,55033,3,1,1,2,,,1,2,30,805,1200,10188,10188,1.7,15.3,485.435931,0,0,37,DAKOTA,27037,0.976144,18,0.5877866649
167,5248,MN,MN,27,55033,3,1,0,5,Y,,4,2,34,1600,1615,11688,11888,2,12.9,461.274696,0,0,37,DAKOTA,27037,0.976144,18,0.7419373447
168,5249,MN,MN,27,55033,3,1,0,4,Y,,2,2,42,1700,1700,11788,11988,2,11.2,461.62367,1,0,37,DAKOTA,27037,0.976144,18,0.7419373447
169,5250,MN,MN,27,55033,3,1,0,4,Y,,3,2,47,2100,2105,22188,22388,1.5,13.1,433.316718,0,0,37,DAKOTA,27037,0.976144,18,0.4700036292
170,5251,MN,MN,27,55033,3,1,0,4,Y,,5,2,47,1330,1330,20288,20288,9.6,4.2,471.366223,0,0,37,DAKOTA,27037,0.976144,18,2.2721258855
171,5252,MN,MN,27,55033,3,2,0,4,Y,,1,2,48,900,900,20288,21088,8.1,3.4,485.435931,1,0,37,DAKOTA,27037,0.976144,18,2.1041341543
172,5253,MN,MN,27,55033,3,1,0,7,Y,,3,2,1,1730,1730,22388,22588,3.5,9.4,433.316718,0,0,37,DAKOTA,27037,0.976144,18,1.2809338455
173,5254,MN,MN,27,55044,3,5,1,3,N,,3,2,41,1530,1530,11688,11888,0.8,19.9,433.316718,0,0,37,DAKOTA,27037,0.976144,18,-0.1053605157
174,5255,MN,MN,27,55044,3,1,0,2,Y,,2,5,45,1230,1630,12788,13088,5.1,5.3,2246.96884,0,0,37,DAKOTA,27037,0.976144,18,1.6486586256
175,5256,MN,MN,27,55044,3,1,0,4,Y,,1,2,42,1730,1725,20288,20288,3.2,8,485.435931,0,0,37,DAKOTA,27037,0.976144,18,1.1939224685
176,5257,MN,MN,27,55044,3,0,0,0,,,3,2,46,600,600,21888,21988,10.8,6.3,433.316718,0,0,37,DAKOTA,27037,0.976144,18,2.3887627892
177,5258,MN,MN,27,55057,3,1,0,4,Y,,3,3,36,1930,1930,122787,122987,8.2,5.7,1071.318034,0,0,37,DAKOTA,27037,0.976144,18,2.1162555148
178,5259,MN,MN,27,55057,3,1,0,4,Y,,5,3,1,950,950,31088,31288,6.3,5,893.23743,0,0,37,DAKOTA,27037,0.976144,18,1.8562979904
179,5260,MN,MN,27,55068,3,1,0,2,Y,,1,2,31,1130,1315,122687,122887,4.8,5.1,485.435931,0,0,37,DAKOTA,27037,0.976144,18,1.5892352051
180,5261,MN,MN,27,55068,3,1,0,4,Y,,3,2,32,2225,2225,10188,10188,6,4.7,433.316718,0,0,37,DAKOTA,27037,0.976144,18,1.8082887712
181,5262,MN,MN,27,55068,3,1,0,1,Y,,2,2,43,1230,1230,11788,11988,1.1,16.3,461.62367,0,0,37,DAKOTA,27037,0.976144,18,0.1823215568
182,5263,MN,MN,27,55068,3,1,0,2,Y,,5,2,49,1400,830,20288,20288,8.7,3,471.366223,0,0,37,DAKOTA,27037,0.976144,18,2.1747517215
183,5264,MN,MN,27,55068,3,1,0,1,Y,,1,2,3,900,900,22488,22688,8.8,4.1,485.435931,0,0,37,DAKOTA,27037,0.976144,18,2.1860512767
184,5265,MN,MN,27,55075,3,1,0,2,Y,,1,2,22,1830,1850,121487,121687,6.8,5.8,485.435931,0,0,37,DAKOTA,27037,0.976144,18,1.9315214116
185,5266,MN,MN,27,55075,3,0,0,0,,,4,2,23,1715,2115,12388,12588,2.3,9.3,461.274696,0,0,37,DAKOTA,27037,0.976144,18,0.8754687374
186,5267,MN,MN,27,55075,3,1,0,2,Y,,2,2,23,1100,1100,121487,121687,1.6,18.1,461.62367,0,0,37,DAKOTA,27037,0.976144,18,0.5306282511
187,5268,MN,MN,27,55075,3,1,0,2,Y,,1,2,25,1400,1415,121287,121487,2.8,9.3,485.435931,0,0,37,DAKOTA,27037,0.976144,18,1.064710737
188,5269,MN,MN,27,55075,3,1,0,4,Y,,2,2,27,1415,1415,121287,121487,6.5,4.9,461.62367,0,0,37,DAKOTA,27037,0.976144,18,1.887069649
189,5270,MN,MN,27,55075,3,1,0,4,Y,,3,2,28,1620,1620,121287,121487,1.7,11.4,433.316718,0,0,37,DAKOTA,27037,0.976144,18,0.5877866649
190,5271,MN,MN,27,55075,3,0,0,0,,,2,2,29,1430,1430,121687,121887,4.6,6.8,461.62367,0,0,37,DAKOTA,27037,0.976144,18,1.5475625087
191,5272,MN,MN,27,55075,3,1,0,4,Y,,3,2,29,1100,900,121687,121987,3.3,7,433.316718,0,0,37,DAKOTA,27037,0.976144,18,1.2237754316
192,5273,MN,MN,27,55075,3,1,0,2,Y,,3,2,29,930,1030,122187,122387,4.4,9.3,433.316718,1,0,37,DAKOTA,27037,0.976144,18,1.5040773968
193,5274,MN,MN,27,55075,3,1,0,7,Y,,5,2,31,645,645,12888,13088,21.2,2.9,471.366223,2,0,37,DAKOTA,27037,0.976144,18,3.0587070727
194,5275,MN,MN,27,55075,3,1,0,2,Y,,2,2,34,1600,2300,122287,122487,9.1,4.3,461.62367,0,0,37,DAKOTA,27037,0.976144,18,2.2192034841
195,5276,MN,MN,27,55075,3,1,0,4,Y,,4,2,38,1600,1600,123087,10188,0.9,20.6,461.274696,0,0,37,DAKOTA,27037,0.976144,18,0
196,5277,MN,MN,27,55075,3,1,0,2,Y,,4,2,35,1300,1300,10188,11188,4.9,6.5,461.274696,1,0,37,DAKOTA,27037,0.976144,18,1.6094379124
197,5278,MN,MN,27,55075,3,1,0,2,Y,,1,2,44,1030,1033,12188,12388,5,8.3,485.435931,1,0,37,DAKOTA,27037,0.976144,18,1.6292405397
198,5279,MN,MN,27,55075,3,1,0,2,Y,,4,2,44,2100,2100,32888,33088,1.1,21.4,461.274696,0,0,37,DAKOTA,27037,0.976144,18,0.1823215568
199,5280,MN,MN,27,55075,3,1,0,2,Y,,3,2,39,1330,730,12788,13188,7.6,3.7,433.316718,0,0,37,DAKOTA,27037,0.976144,18,2.0412203289
200,5281,MN,MN,27,55075,3,2,0,1,Y,,4,2,46,1855,1851,20288,20288,5.4,7.8,461.274696,0,0,37,DAKOTA,27037,0.976144,18,1.7047480922
201,5282,MN,MN,27,55075,3,1,0,4,,,4,2,49,1000,1000,20288,20288,3.6,6.7,461.274696,0,0,37,DAKOTA,27037,0.976144,18,1.3083328197
202,5283,MN,MN,27,55075,3,1,0,4,Y,,1,2,50,1830,1830,20288,20288,4.9,6.3,485.435931,0,0,37,DAKOTA,27037,0.976144,18,1.6094379124
203,5284,MN,MN,27,55118,3,1,0,7,Y,,5,5,4,815,815,40488,40488,4.7,7.2,2179.503255,0,0,37,DAKOTA,27037,0.976144,18,1.5686159179
204,5285,MN,MN,27,55122,3,1,0,1,Y,,4,5,22,1715,1715,121187,121387,1.4,16.7,2314.365189,0,0,37,DAKOTA,27037,0.976144,18,0.4054651081
205,5286,MN,MN,27,55122,3,1,0,4,Y,,5,5,35,1800,2000,122787,122987,3.4,11,2179.503255,0,0,37,DAKOTA,27037,0.976144,18,1.2527629685
206,5287,MN,MN,27,55122,3,1,0,7,Y,,3,5,44,2145,2215,12188,12388,4.2,14.4,2119.396234,0,0,37,DAKOTA,27037,0.976144,18,1.4586150227
207,5288,MN,MN,27,55122,3,1,0,1,Y,,5,5,50,2300,1100,20288,20288,2.5,7.9,2179.503255,0,0,37,DAKOTA,27037,0.976144,18,0.955511445
208,5289,MN,MN,27,55123,3,1,0,4,Y,,3,5,38,1530,1530,11688,11888,1.4,15.1,2119.396234,0,0,37,DAKOTA,27037,0.976144,18,0.4054651081
209,5290,MN,MN,27,55123,3,1,0,4,Y,,1,5,44,1000,1000,22788,22988,1.4,14.9,2116.561544,0,0,37,DAKOTA,27037,0.976144,18,0.4054651081
210,5291,MN,MN,27,55123,3,1,0,4,Y,,4,5,45,1830,2100,13088,20288,1.9,11.2,2314.365189,0,0,37,DAKOTA,27037,0.976144,18,0.6931471806
211,5292,MN,MN,27,55124,3,1,0,2,N,,4,5,31,2100,2200,21088,21288,4.8,7,2314.365189,0,0,37,DAKOTA,27037,0.976144,18,1.5892352051
212,5293,MN,MN,27,55124,3,1,1,1,Y,,3,5,28,830,830,122787,122987,1.4,13.8,2119.396234,0,0,37,DAKOTA,27037,0.976144,18,0.4054651081
213,5294,MN,MN,27,55124,3,1,0,2,Y,,1,5,2,1830,1800,22588,22788,3.8,7.2,2116.561544,0,0,37,DAKOTA,27037,0.976144,18,1.3609765531
214,5295,MN,MN,27,55337,3,1,0,1,Y,,4,4,23,730,730,121587,121787,8.8,4.2,1177.377355,0,0,37,DAKOTA,27037,0.976144,18,2.1860512767
215,5296,MN,MN,27,55337,3,1,0,4,Y,,2,4,26,1130,1130,121387,121587,4.3,5.6,1146.49919,0,0,37,DAKOTA,27037,0.976144,18,1.4816045409
216,5297,MN,MN,27,55337,3,1,0,2,Y,,5,4,26,855,855,10188,10188,4.4,7.2,1105.956867,0,0,37,DAKOTA,27037,0.976144,18,1.5040773968
217,5298,MN,MN,27,55337,3,1,0,0,Y,,1,4,36,2030,2215,122987,123187,4.5,8.5,1088.985661,0,0,37,DAKOTA,27037,0.976144,18,1.5260563035
218,5299,MN,MN,27,55337,3,1,0,3,Y,,5,4,41,1030,1030,11788,11988,2.2,10.6,1105.956867,0,0,37,DAKOTA,27037,0.976144,18,0.8329091229
219,5300,MN,MN,27,55337,3,2,0,2,Y,,3,4,42,1000,1010,11888,12088,0.5,30.9,1214.922779,1,0,37,DAKOTA,27037,0.976144,18,-0.5108256238
220,5301,MN,MN,27,55337,3,1,0,2,Y,,1,4,50,2330,1430,20288,20288,5.8,4.2,1088.985661,0,0,37,DAKOTA,27037,0.976144,18,1.7749523509
221,5302,MN,MN,27,55940,4,1,0,4,Y,,1,3,36,1250,1250,122887,123087,5.4,7,1024.442902,0,0,39,DODGE,27039,1.30194,19,1.7047480922
222,5303,MN,MN,27,55944,4,1,0,4,Y,,4,3,35,930,1015,122787,122987,7.2,4.1,990.411554,0,0,39,DODGE,27039,1.30194,19,1.9878743482
223,5304,MN,MN,27,55944,4,1,0,4,Y,,5,3,47,900,900,20288,20288,5.7,4.6,893.23743,0,0,39,DODGE,27039,1.30194,19,1.7578579176
224,5305,MN,MN,27,56308,5,1,0,2,Y,,3,4,21,730,730,120287,121187,7.4,4.4,1214.922779,0,0,41,DOUGLAS,27041,1.16849,20,2.0149030205
225,5306,MN,MN,27,56308,5,1,0,2,Y,,1,4,22,1600,1600,122187,122387,4.8,7.6,1088.985661,0,0,41,DOUGLAS,27041,1.16849,20,1.5892352051
226,5307,MN,MN,27,56308,5,1,0,4,Y,,3,4,29,1030,1330,121687,121887,6.8,4.4,1214.922779,0,0,41,DOUGLAS,27041,1.16849,20,1.9315214116
227,5308,MN,MN,27,56308,5,1,0,4,Y,,1,4,42,930,930,11788,11988,6.4,4.3,1088.985661,0,0,41,DOUGLAS,27041,1.16849,20,1.8718021769
228,5309,MN,MN,27,56308,5,1,1,3,N,,2,4,4,2000,2200,22888,30388,3.7,10.2,1146.49919,0,0,41,DOUGLAS,27041,1.16849,20,1.3350010667
229,5310,MN,MN,27,56319,5,1,0,4,Y,,2,4,32,1030,1030,10188,10188,5.5,6,1146.49919,0,0,41,DOUGLAS,27041,1.16849,20,1.7227665977
230,5311,MN,MN,27,56326,5,1,0,4,Y,,2,4,23,700,700,121287,121487,7.8,3.8,1146.49919,0,0,41,DOUGLAS,27041,1.16849,20,2.0668627595
231,5312,MN,MN,27,56332,5,1,0,4,Y,,1,4,43,2200,1000,20288,21288,4.4,7.5,1088.985661,0,0,41,DOUGLAS,27041,1.16849,20,1.5040773968
232,5313,MN,MN,27,56360,5,1,0,4,Y,,3,4,48,800,800,20288,20288,2.7,9.4,1214.922779,0,0,41,DOUGLAS,27041,1.16849,20,1.0296194172
233,5314,MN,MN,27,56013,4,1,0,4,Y,,1,3,30,1500,1500,122087,122387,3.4,9,1024.442902,0,0,43,FARIBAULT,27043,1.34316,21,1.2527629685
234,5315,MN,MN,27,56013,4,1,0,4,Y,,5,3,41,2032,2333,12188,12388,4.2,7.8,893.23743,0,0,43,FARIBAULT,27043,1.34316,21,1.4586150227
235,5316,MN,MN,27,56023,4,1,0,2,Y,,2,3,40,900,900,11988,12188,2.3,11,921.864905,0,0,43,FARIBAULT,27043,1.34316,21,0.8754687374
236,5317,MN,MN,27,56097,4,1,1,7,Y,,1,3,28,2115,2116,121687,121987,1.3,10.4,1024.442902,0,0,43,FARIBAULT,27043,1.34316,21,0.3364722366
237,5318,MN,MN,27,56097,4,1,0,0,Y,,3,3,24,1830,1832,122687,122887,5.2,5.5,1071.318034,0,0,43,FARIBAULT,27043,1.34316,21,1.6677068206
238,5319,MN,MN,27,56097,4,1,0,7,Y,,2,3,48,930,930,21988,22288,0.1,0,921.864905,0,0,43,FARIBAULT,27043,1.34316,21,-1.6094379124
239,5320,MN,MN,27,55962,4,1,1,3,Y,,4,3,36,1950,2155,122687,122887,2.5,7.9,990.411554,0,0,45,FILLMORE,27045,1.51424,22,0.955511445
240,5321,MN,MN,27,55971,4,1,0,4,Y,,1,3,24,2100,2200,121287,121587,3.2,8.8,1024.442902,0,0,45,FILLMORE,27045,1.51424,22,1.1939224685
241,5322,MN,MN,27,56007,4,1,0,4,Y,,4,3,37,2200,2200,11088,11288,3.2,7.3,990.411554,0,0,47,FREEBORN,27047,1.25133,23,1.1939224685
242,5323,MN,MN,27,56007,4,1,0,7,Y,,1,3,50,1100,0,21088,21288,9.6,10.8,1024.442902,0,0,47,FREEBORN,27047,1.25133,23,2.2721258855
243,5324,MN,MN,27,56007,4,1,0,4,Y,,5,3,50,500,500,20288,20288,4.2,6,893.23743,0,0,47,FREEBORN,27047,1.25133,23,1.4586150227
244,5325,MN,MN,27,56007,4,1,0,2,Y,,2,3,4,1135,1345,22688,22888,9,3.8,921.864905,0,0,47,FREEBORN,27047,1.25133,23,2.2082744135
245,5326,MN,MN,27,56009,4,1,0,4,Y,,1,3,36,2100,2200,122887,123087,6.3,6.3,1024.442902,0,0,47,FREEBORN,27047,1.25133,23,1.8562979904
246,5327,MN,MN,27,56026,4,1,0,4,Y,,1,3,23,1300,1300,121487,121687,32.6,2.3,1024.442902,2,0,47,FREEBORN,27047,1.25133,23,3.4873750779
247,5328,MN,MN,27,56036,4,1,0,4,Y,,2,3,44,900,1000,12388,12588,13.2,4.7,921.864905,0,0,47,FREEBORN,27047,1.25133,23,2.5877640352
248,5329,MN,MN,27,56045,4,1,1,1,N,,2,3,36,1300,1300,122787,122987,2.2,18.9,921.864905,0,0,47,FREEBORN,27047,1.25133,23,0.8329091229
249,5330,MN,MN,27,57006,4,2,1,3,Y,,3,3,39,1230,1230,11688,11888,5.6,9,1071.318034,0,1,47,FREEBORN,27047,1.25133,23,1.7404661748
250,5331,MN,MN,27,55009,4,1,0,2,Y,,3,3,31,900,1020,21188,21388,14.3,2.8,1071.318034,0,0,49,GOODHUE,27049,1.21727,24,2.6672282066
251,5332,MN,MN,27,55009,4,1,1,3,N,,2,3,36,1715,1732,122887,123087,6.9,5.6,921.864905,0,0,49,GOODHUE,27049,1.21727,24,1.9459101491
252,5333,MN,MN,27,55009,4,1,0,4,Y,,2,3,1,715,715,22488,22688,7.6,4.3,921.864905,0,0,49,GOODHUE,27049,1.21727,24,2.0412203289
253,5334,MN,MN,27,55041,4,1,1,3,Y,,4,3,47,919,1000,20288,20288,9.8,3.7,990.411554,0,0,49,GOODHUE,27049,1.21727,24,2.2925347571
254,5335,MN,MN,27,55066,4,1,0,4,Y,,1,3,37,1100,1400,10188,11188,2.6,7.9,1024.442902,0,0,49,GOODHUE,27049,1.21727,24,0.993251773
255,5336,MN,MN,27,55066,4,1,0,4,Y,,4,3,38,1400,1400,12788,12988,43.5,1.6,990.411554,2,0,49,GOODHUE,27049,1.21727,24,3.7750571504
256,5337,MN,MN,27,55066,4,1,0,2,Y,,3,3,48,1800,1800,20288,20288,4.9,9.3,1071.318034,0,0,49,GOODHUE,27049,1.21727,24,1.6094379124
257,5338,MN,MN,27,55066,4,1,0,4,Y,,5,3,1,1830,830,30388,30388,4.9,7.4,893.23743,0,0,49,GOODHUE,27049,1.21727,24,1.6094379124
258,5339,MN,MN,27,55946,4,1,0,4,Y,,5,3,43,2130,2330,12388,12588,3.5,7,893.23743,0,0,49,GOODHUE,27049,1.21727,24,1.2809338455
259,5340,MN,MN,27,55963,4,1,0,2,Y,,5,3,2,2100,700,22388,22688,4.8,5.7,893.23743,0,0,49,GOODHUE,27049,1.21727,24,1.5892352051
260,5341,MN,MN,27,55983,4,1,0,4,Y,,2,3,28,1235,1235,121687,121887,5.6,5.2,921.864905,0,0,49,GOODHUE,27049,1.21727,24,1.7404661748
261,5342,MN,MN,27,55983,4,1,0,4,Y,,1,3,38,2210,2210,11788,11988,3.5,7.2,1024.442902,0,0,49,GOODHUE,27049,1.21727,24,1.2809338455
262,5343,MN,MN,27,55983,4,1,0,4,Y,,4,3,45,2130,2130,20288,20288,3.9,8.6,990.411554,0,0,49,GOODHUE,27049,1.21727,24,1.3862943611
263,5344,MN,MN,27,55992,4,1,0,2,Y,,5,3,21,2025,2025,120287,121087,6.7,5.1,893.23743,0,0,49,GOODHUE,27049,1.21727,24,1.9169226122
264,5345,MN,MN,27,55316,3,0,0,0,,,2,5,28,2250,2350,121687,121887,7.9,4.4,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,2.0794415417
265,5346,MN,MN,27,55316,3,1,0,2,Y,,3,5,37,2105,2305,11088,11288,3.3,6.2,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.2237754316
266,5347,MN,MN,27,55316,3,1,1,3,N,,1,5,38,1921,2022,30388,31088,2.1,12.3,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,0.7884573604
267,5348,MN,MN,27,55331,3,1,0,5,Y,,1,5,24,800,800,122987,123187,1.6,14.4,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,0.5306282511
268,5349,MN,MN,27,55331,3,2,0,4,Y,,5,5,28,700,700,10188,10188,4,6,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.4109869737
269,5350,MN,MN,27,55331,3,1,0,5,Y,,1,5,36,1630,1400,122687,122987,1.8,18.1,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,0.6418538862
270,5351,MN,MN,27,55331,3,1,0,4,Y,,2,5,50,2010,2010,20288,20288,2.5,15,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,0.955511445
271,5352,MN,MN,27,55343,3,1,0,4,Y,,1,5,44,2100,2100,12088,12288,11.2,3.2,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,2.4248027257
272,5353,MN,MN,27,55344,3,1,0,2,Y,,2,5,30,1800,1930,122087,122287,2.6,14.4,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,0.993251773
273,5354,MN,MN,27,55344,3,2,0,2,Y,,3,5,32,1800,2000,10188,11188,3.9,6.4,2119.396234,1,0,53,HENNEPIN,27053,0.907991,25,1.3862943611
274,5355,MN,MN,27,55344,3,1,0,1,Y,,1,5,21,600,600,10188,10188,7.4,3.9,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,2.0149030205
275,5356,MN,MN,27,55344,3,2,0,2,Y,,4,5,22,830,1000,12988,13188,1.3,15.4,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,0.3364722366
276,5357,MN,MN,27,55344,3,1,0,4,Y,,4,5,38,830,830,11888,12088,0.9,17.3,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,0
277,5358,MN,MN,27,55346,3,2,0,4,Y,,3,5,3,1545,1545,31188,31388,0.4,0,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,-0.6931471806
278,5359,MN,MN,27,55356,3,1,1,2,Y,,2,5,27,1800,1900,122687,122887,2.5,8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,0.955511445
279,5360,MN,MN,27,55357,3,1,0,4,Y,,5,5,34,645,645,122887,123087,6,6.7,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.8082887712
280,5361,MN,MN,27,55369,3,1,0,1,Y,,1,5,27,1255,1420,121387,121587,2,9.6,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,0.7419373447
281,5362,MN,MN,27,55369,3,1,0,4,Y,,2,5,37,0,0,11088,11288,5.4,5.1,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,1.7047480922
282,5363,MN,MN,27,55369,3,1,0,4,Y,,4,5,44,1900,2000,12688,12888,3,8,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,1.1314021115
283,5364,MN,MN,27,55369,3,1,0,2,,,2,5,47,1600,1900,32688,32888,2.9,8.8,2246.96884,1,0,53,HENNEPIN,27053,0.907991,25,1.0986122887
284,5365,MN,MN,27,55369,3,1,0,4,Y,,3,5,50,1300,1300,20288,21088,5.5,7.9,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.7227665977
285,5366,MN,MN,27,55391,3,1,0,7,Y,,3,3,50,2100,2100,20288,20288,4.1,6.2,1071.318034,0,0,53,HENNEPIN,27053,0.907991,25,1.4350845253
286,5367,MN,MN,27,55403,3,2,0,4,Y,,2,5,3,1730,1830,22888,30388,3.9,6.7,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,1.3862943611
287,5368,MN,MN,27,55405,3,1,0,4,Y,,4,5,34,758,758,122687,122887,14.9,3,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,2.7080502011
288,5369,MN,MN,27,55406,3,1,0,4,Y,,2,5,21,1600,1600,122487,122687,7.2,4,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,1.9878743482
289,5370,MN,MN,27,55406,3,1,0,4,Y,,2,5,35,2230,2230,12488,12688,2.3,20.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,0.8754687374
290,5371,MN,MN,27,55407,3,1,1,3,Y,,3,5,22,1100,1100,122187,122387,2.8,36.4,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.064710737
291,5372,MN,MN,27,55409,3,1,0,4,Y,,1,5,49,2030,2035,20288,20288,4.4,7.8,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,1.5040773968
292,5373,MN,MN,27,55409,3,1,0,4,Y,,1,5,50,1830,1830,20288,20288,1.5,12.1,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,0.4700036292
293,5374,MN,MN,27,55410,3,1,0,4,Y,,5,5,34,2337,2337,10188,11088,8.6,3.6,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,2.1633230257
294,5375,MN,MN,27,55410,3,1,0,7,Y,,5,5,22,2100,2100,123087,10188,5.6,7.3,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.7404661748
295,5376,MN,MN,27,55410,3,1,0,4,Y,,1,5,40,1500,1500,11988,12188,8.6,4.4,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,2.1633230257
296,5377,MN,MN,27,55411,3,1,0,2,Y,,4,5,24,1100,2200,122787,122987,3.8,14.2,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,1.3609765531
297,5378,MN,MN,27,55412,3,1,0,4,Y,,1,5,39,2100,2100,12388,12588,1.8,11.7,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,0.6418538862
298,5379,MN,MN,27,55413,3,1,0,4,Y,,2,5,37,2000,2000,11088,11288,1.9,9.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,0.6931471806
299,5380,MN,MN,27,55413,3,1,0,7,Y,,4,5,50,1700,2200,20288,20288,5.5,5,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,1.7227665977
300,5381,MN,MN,27,55414,3,2,0,4,Y,,2,5,26,1745,1745,10188,10188,2.5,10.5,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,0.955511445
301,5382,MN,MN,27,55414,3,2,1,3,N,,1,5,3,1615,1630,31988,32188,0.8,20.9,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,-0.1053605157
302,5383,MN,MN,27,55416,3,1,0,7,Y,,1,5,23,1400,1700,121187,121387,2.1,10.4,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,0.7884573604
303,5384,MN,MN,27,55416,3,1,0,0,Y,,5,5,49,2030,2030,40488,40488,2.8,7.6,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.064710737
304,5385,MN,MN,27,55417,3,1,0,4,Y,,3,5,27,1815,2015,121287,121487,3.9,6.5,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.3862943611
305,5386,MN,MN,27,55417,3,1,0,4,Y,,5,5,36,940,958,123087,10188,4.3,8.5,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.4816045409
306,5387,MN,MN,27,55417,3,1,0,2,Y,,3,5,2,600,600,30388,30388,4.7,6.2,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.5686159179
307,5388,MN,MN,27,55418,3,0,0,0,,,4,5,24,1030,1030,21988,22188,2.8,8.5,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,1.064710737
308,5389,MN,MN,27,55418,3,1,0,1,Y,,5,5,24,1230,1405,121687,121887,4.1,6.5,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.4350845253
309,5390,MN,MN,27,55418,3,3,0,4,Y,,1,5,35,900,900,22188,22388,1.6,11.8,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,0.5306282511
310,5391,MN,MN,27,55418,3,1,0,7,Y,,1,5,25,1500,1500,122687,122887,4.3,6,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,1.4816045409
311,5392,MN,MN,27,55418,3,1,1,7,Y,,5,5,50,1400,1600,20288,20288,0.7,62.2,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,-0.2231435513
312,5393,MN,MN,27,55419,3,1,0,2,Y,,2,5,23,1700,1702,121487,121687,5.5,6.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,1.7227665977
